wavelength,flux,e_flux
4445.08283,6.725552229e-16,6.725552229e-16
4442.215883,6.981861323e-16,6.981861323e-16
4439.349827,6.765546065e-16,6.765546065e-16
4436.484664,6.241396929e-16,6.241396929e-16
4433.620396,6.822614376e-16,6.822614376e-16
4430.757025,6.810648315e-16,6.810648315e-16
4427.894552,6.960787829e-16,6.960787829e-16
4425.03298,6.664193065e-16,6.664193065e-16
4422.172309,7.24609073e-16,7.24609073e-16
4419.312541,7.260331539e-16,7.260331539e-16
4416.453679,7.052247303e-16,7.052247303e-16
4413.595723,7.088550615e-16,7.088550615e-16
4410.738676,7.357650096e-16,7.357650096e-16
4407.88254,7.509346999e-16,7.509346999e-16
4405.027316,7.369446445e-16,7.369446445e-16
4402.173005,7.382738593e-16,7.382738593e-16
4399.31961,7.647131401e-16,7.647131401e-16
4396.467133,8.018707483e-16,8.018707483e-16
4393.615574,8.30603426e-16,8.30603426e-16
4390.764937,7.801099739e-16,7.801099739e-16
4387.915221,7.950013005e-16,7.950013005e-16
4385.066431,8.067834391e-16,8.067834391e-16
4382.218566,8.308214818e-16,8.308214818e-16
4379.371629,8.363542486e-16,8.363542486e-16
4376.525622,8.502902533e-16,8.502902533e-16
4373.680546,8.549801322e-16,8.549801322e-16
4370.836403,8.592496576e-16,8.592496576e-16
4367.993195,8.35302134e-16,8.35302134e-16
4365.150923,8.642068047e-16,8.642068047e-16
4362.30959,8.638995104e-16,8.638995104e-16
4359.469197,8.835759533e-16,8.835759533e-16
4356.629746,9.352380832e-16,9.352380832e-16
4353.791239,9.610905029e-16,9.610905029e-16
4350.953677,8.809438421e-16,8.809438421e-16
4348.117063,9.896236298e-16,9.896236298e-16
4345.281397,9.158841414e-16,9.158841414e-16
4342.446682,9.421707661e-16,9.421707661e-16
4339.61292,9.618138058e-16,9.618138058e-16
4336.780113,1.017233456e-15,1.017233456e-15
4333.948261,1.022093505e-15,1.022093505e-15
4331.117368,1.085557356e-15,1.085557356e-15
4328.287434,1.069056279e-15,1.069056279e-15
4325.458462,1.129093065e-15,1.129093065e-15
4322.630454,1.135336959e-15,1.135336959e-15
4319.80341,1.09218804e-15,1.09218804e-15
4316.977334,1.118339868e-15,1.118339868e-15
4314.152226,1.176519858e-15,1.176519858e-15
4311.328089,1.13675648e-15,1.13675648e-15
4308.504924,1.199750494e-15,1.199750494e-15
4305.682734,1.162988484e-15,1.162988484e-15
4302.86152,1.183278961e-15,1.183278961e-15
4300.041283,1.209032893e-15,1.209032893e-15
4297.222027,1.177149131e-15,1.177149131e-15
4294.403751,1.260168625e-15,1.260168625e-15
4291.586459,1.229076582e-15,1.229076582e-15
4288.770153,1.245792839e-15,1.245792839e-15
4285.954833,1.249603011e-15,1.249603011e-15
4283.140502,1.298849534e-15,1.298849534e-15
4280.327162,1.252150081e-15,1.252150081e-15
4277.514814,1.22483502e-15,1.22483502e-15
4274.703461,1.370209555e-15,1.370209555e-15
4271.893104,1.352084573e-15,1.352084573e-15
4269.083745,1.317664075e-15,1.317664075e-15
4266.275386,1.332875271e-15,1.332875271e-15
4263.468028,1.398297011e-15,1.398297011e-15
4260.661674,1.364356511e-15,1.364356511e-15
4257.856326,1.374169645e-15,1.374169645e-15
4255.051985,1.40795704e-15,1.40795704e-15
4252.248653,1.331980344e-15,1.331980344e-15
4249.446332,1.38511999e-15,1.38511999e-15
4246.645024,1.396944885e-15,1.396944885e-15
4243.844731,1.419574182e-15,1.419574182e-15
4241.045454,1.396858514e-15,1.396858514e-15
4238.247196,1.446864281e-15,1.446864281e-15
4235.449958,1.474626763e-15,1.474626763e-15
4232.653742,1.406645512e-15,1.406645512e-15
4229.858551,1.501298024e-15,1.501298024e-15
4227.064386,1.414146262e-15,1.414146262e-15
4224.271248,1.462053785e-15,1.462053785e-15
4221.47914,1.430694459e-15,1.430694459e-15
4218.688064,1.490198604e-15,1.490198604e-15
4215.898021,1.524482208e-15,1.524482208e-15
4213.109014,1.46434435e-15,1.46434435e-15
4210.321044,1.460639701e-15,1.460639701e-15
4207.534114,1.470028635e-15,1.470028635e-15
4204.748224,1.473045135e-15,1.473045135e-15
4201.963378,1.392317004e-15,1.392317004e-15
4199.179576,1.471860633e-15,1.471860633e-15
4196.396821,1.455717021e-15,1.455717021e-15
4193.615115,1.402958383e-15,1.402958383e-15
4190.83446,1.389203396e-15,1.389203396e-15
4188.054857,1.404230082e-15,1.404230082e-15
4185.276308,1.35729258e-15,1.35729258e-15
4182.498817,1.408806675e-15,1.408806675e-15
4179.722383,1.479014853e-15,1.479014853e-15
4176.947009,1.425812327e-15,1.425812327e-15
4174.172698,1.419044153e-15,1.419044153e-15
4171.399451,1.379051524e-15,1.379051524e-15
4168.62727,1.401933515e-15,1.401933515e-15
4165.856156,1.351173293e-15,1.351173293e-15
4163.086113,1.345301659e-15,1.345301659e-15
4160.317141,1.400872157e-15,1.400872157e-15
4157.549244,1.453035418e-15,1.453035418e-15
4154.782421,1.372222868e-15,1.372222868e-15
4152.016677,1.36565534e-15,1.36565534e-15
4149.252012,1.389957782e-15,1.389957782e-15
4146.488429,1.376204919e-15,1.376204919e-15
4143.725929,1.403815091e-15,1.403815091e-15
4140.964514,1.348010557e-15,1.348010557e-15
4138.204187,1.35244433e-15,1.35244433e-15
4135.444949,1.356863119e-15,1.356863119e-15
4132.686803,1.414346776e-15,1.414346776e-15
4129.929749,1.334205813e-15,1.334205813e-15
4127.173791,1.32299456e-15,1.32299456e-15
4124.41893,1.383867946e-15,1.383867946e-15
4121.665169,1.332418053e-15,1.332418053e-15
4118.912508,1.384154787e-15,1.384154787e-15
4116.16095,1.345255298e-15,1.345255298e-15
4113.410498,1.445495265e-15,1.445495265e-15
4110.661153,1.479299458e-15,1.479299458e-15
4107.912916,1.418313056e-15,1.418313056e-15
4105.165791,1.4912025e-15,1.4912025e-15
4102.419779,1.553356976e-15,1.553356976e-15
4099.674881,1.569862008e-15,1.569862008e-15
4096.931101,1.52819155e-15,1.52819155e-15
4094.188439,1.563555998e-15,1.563555998e-15
4091.446899,1.559087367e-15,1.559087367e-15
4088.706481,1.495521686e-15,1.495521686e-15
4085.967189,1.522017096e-15,1.522017096e-15
4083.229023,1.563156283e-15,1.563156283e-15
4080.491987,1.481027944e-15,1.481027944e-15
4077.756081,1.466187495e-15,1.466187495e-15
4075.021308,1.570865039e-15,1.570865039e-15
4072.28767,1.538677325e-15,1.538677325e-15
4069.55517,1.550770129e-15,1.550770129e-15
4066.823808,1.578465789e-15,1.578465789e-15
4064.093587,1.64282997e-15,1.64282997e-15
4061.364509,1.680088212e-15,1.680088212e-15
4058.636577,1.609807992e-15,1.609807992e-15
4055.909791,1.757874467e-15,1.757874467e-15
4053.184155,1.70471437e-15,1.70471437e-15
4050.459669,1.560531382e-15,1.560531382e-15
4047.736337,1.706807542e-15,1.706807542e-15
4045.01416,1.615829426e-15,1.615829426e-15
4042.293141,1.56701307e-15,1.56701307e-15
4039.57328,1.650025769e-15,1.650025769e-15
4036.854581,1.616980441e-15,1.616980441e-15
4034.137045,1.627135564e-15,1.627135564e-15
4031.420675,1.57357909e-15,1.57357909e-15
4028.705472,1.590264957e-15,1.590264957e-15
4025.991439,1.664117349e-15,1.664117349e-15
4023.278577,1.570013601e-15,1.570013601e-15
4020.566889,1.579946103e-15,1.579946103e-15
4017.856376,1.613752083e-15,1.613752083e-15
4015.147042,1.670354729e-15,1.670354729e-15
4012.438887,1.522755387e-15,1.522755387e-15
4009.731914,1.591762749e-15,1.591762749e-15
4007.026124,1.547213161e-15,1.547213161e-15
4004.321521,1.543898055e-15,1.543898055e-15
4001.618106,1.534329451e-15,1.534329451e-15
3998.915881,1.423827375e-15,1.423827375e-15
3996.214848,1.478914059e-15,1.478914059e-15
3993.51501,1.450865307e-15,1.450865307e-15
3990.816367,1.465509566e-15,1.465509566e-15
3988.118924,1.392418937e-15,1.392418937e-15
3985.42268,1.484693924e-15,1.484693924e-15
3982.72764,1.376868764e-15,1.376868764e-15
3980.033804,1.338179258e-15,1.338179258e-15
3977.341175,1.323729225e-15,1.323729225e-15
3974.649755,1.406997362e-15,1.406997362e-15
3971.959545,1.296836734e-15,1.296836734e-15
3969.270549,1.358284527e-15,1.358284527e-15
3966.582768,1.350957761e-15,1.350957761e-15
3963.896205,1.275457165e-15,1.275457165e-15
3961.21086,1.258507495e-15,1.258507495e-15
3958.526738,1.158847254e-15,1.158847254e-15
3955.843839,1.161066405e-15,1.161066405e-15
3953.162165,1.134840982e-15,1.134840982e-15
3950.48172,1.083593112e-15,1.083593112e-15
3947.802504,1.031970168e-15,1.031970168e-15
3945.124521,1.100940476e-15,1.100940476e-15
3942.447771,9.352225474e-16,9.352225474e-16
3939.772258,9.956080744e-16,9.956080744e-16
3937.097984,9.126147326e-16,9.126147326e-16
3934.42495,9.499833199e-16,9.499833199e-16
3931.753158,9.506151774e-16,9.506151774e-16
3929.082612,9.316499429e-16,9.316499429e-16
3926.413313,8.745280951e-16,8.745280951e-16
3923.745262,9.042727509e-16,9.042727509e-16
3921.078463,8.688556448e-16,8.688556448e-16
3918.412918,8.337213885e-16,8.337213885e-16
3915.748627,8.017735762e-16,8.017735762e-16
3913.085595,8.802680233e-16,8.802680233e-16
3910.423822,8.48046642e-16,8.48046642e-16
3907.763312,8.214317241e-16,8.214317241e-16
3905.104065,7.615642693e-16,7.615642693e-16
3902.446085,8.784265674e-16,8.784265674e-16
3899.789374,7.451673984e-16,7.451673984e-16
3897.133933,7.685534972e-16,7.685534972e-16
3894.479764,7.06816954e-16,7.06816954e-16
3891.826871,7.315682738e-16,7.315682738e-16
3889.175255,6.934347278e-16,6.934347278e-16
3886.524918,6.290780812e-16,6.290780812e-16
3883.875863,5.954664987e-16,5.954664987e-16
3881.228091,6.446776119e-16,6.446776119e-16
3878.581605,5.863237476e-16,5.863237476e-16
3875.936407,6.336684497e-16,6.336684497e-16
3873.292499,6.045221906e-16,6.045221906e-16
3870.649884,5.36968163e-16,5.36968163e-16
3868.008563,5.731191417e-16,5.731191417e-16
3865.368539,6.208617036e-16,6.208617036e-16
3862.729814,6.37296639e-16,6.37296639e-16
3860.09239,5.641874959e-16,5.641874959e-16
3857.456269,5.552322431e-16,5.552322431e-16
3854.821454,4.478309521e-16,4.478309521e-16
3852.187947,5.206076067e-16,5.206076067e-16
3849.555749,5.282920319e-16,5.282920319e-16
3846.924864,4.756930351e-16,4.756930351e-16
3844.295293,4.85442638e-16,4.85442638e-16
3841.667038,4.287024728e-16,4.287024728e-16
3839.040103,4.182812515e-16,4.182812515e-16
3836.414488,4.282710996e-16,4.282710996e-16
3833.790196,4.452525261e-16,4.452525261e-16
3831.16723,3.592004517e-16,3.592004517e-16
3828.545592,4.648112074e-16,4.648112074e-16
3825.925283,4.391855347e-16,4.391855347e-16
3823.306307,4.261144032e-16,4.261144032e-16
3820.688664,3.607304977e-16,3.607304977e-16
3818.072359,4.249573153e-16,4.249573153e-16
3815.457392,3.206809351e-16,3.206809351e-16
3812.843766,3.521644969e-16,3.521644969e-16
3810.231483,3.509974247e-16,3.509974247e-16
3807.620546,3.352956066e-16,3.352956066e-16
3805.010957,3.915860373e-16,3.915860373e-16
3802.402718,2.905864932e-16,2.905864932e-16
3799.79583,2.833115867e-16,2.833115867e-16
3797.190298,3.601023174e-16,3.601023174e-16
3794.586122,2.84307022e-16,2.84307022e-16
3791.983305,3.388851269e-16,3.388851269e-16
3789.381849,3.172735077e-16,3.172735077e-16
3786.781757,3.157061588e-16,3.157061588e-16
3784.183031,2.928486675e-16,2.928486675e-16
3781.585672,3.312836937e-16,3.312836937e-16
3778.989684,3.602991412e-16,3.602991412e-16
3776.395069,2.394459426e-16,2.394459426e-16
3773.801828,3.404892223e-16,3.404892223e-16
3771.209965,3.017460167e-16,3.017460167e-16
3768.61948,3.359633145e-16,3.359633145e-16
3766.030378,2.822998417e-16,2.822998417e-16
3763.442659,2.857437066e-16,2.857437066e-16
3760.856327,2.314611072e-16,2.314611072e-16
3758.271383,2.564009623e-16,2.564009623e-16
3755.68783,3.057324609e-16,3.057324609e-16
3753.10567,2.543091188e-16,2.543091188e-16
3750.524906,2.850272235e-16,2.850272235e-16
3747.945539,2.506079197e-16,2.506079197e-16
3745.367572,2.748786852e-16,2.748786852e-16
3742.791007,2.787338619e-16,2.787338619e-16
3740.215847,3.061994011e-16,3.061994011e-16
3737.642094,2.548413752e-16,2.548413752e-16
3735.06975,2.922024909e-16,2.922024909e-16
3732.498817,1.927257377e-16,1.927257377e-16
3729.929298,2.651447129e-16,2.651447129e-16
3727.361196,2.860931004e-16,2.860931004e-16
3724.794511,2.500009576e-16,2.500009576e-16
3722.229248,3.693053637e-16,3.693053637e-16
3719.665407,3.48733433e-16,3.48733433e-16
3717.102992,3.094866546e-16,3.094866546e-16
3714.542005,3.346117068e-16,3.346117068e-16
3711.982448,2.909112207e-16,2.909112207e-16
3709.424323,4.386164098e-16,4.386164098e-16
3706.867633,3.899339362e-16,3.899339362e-16
3704.312379,4.287826736e-16,4.287826736e-16
3701.758565,5.512560853e-16,5.512560853e-16
3699.206193,5.493824193e-16,5.493824193e-16
3696.655265,6.269727128e-16,6.269727128e-16
3694.105783,5.2050498e-16,5.2050498e-16
3691.55775,7.491804969e-16,7.491804969e-16
3689.011168,6.485875979e-16,6.485875979e-16
3686.46604,7.918661597e-16,7.918661597e-16
3683.922367,5.548572188e-16,5.548572188e-16
3681.380152,6.632343428e-16,6.632343428e-16
3678.839398,7.423606136e-16,7.423606136e-16
3676.300107,7.82098433e-16,7.82098433e-16
3673.762281,7.16733916e-16,7.16733916e-16
3671.225922,8.230795178e-16,8.230795178e-16
3668.691034,7.555762503e-16,7.555762503e-16
3666.157618,8.268720575e-16,8.268720575e-16
3663.625676,8.760134408e-16,8.760134408e-16
3661.095212,8.790712538e-16,8.790712538e-16
3658.566226,9.709046314e-16,9.709046314e-16
3656.038723,9.938183797e-16,9.938183797e-16
3653.512704,1.019981473e-15,1.019981473e-15
3650.988172,1.160531802e-15,1.160531802e-15
3648.465128,1.043602164e-15,1.043602164e-15
3645.943576,1.067593933e-15,1.067593933e-15
3643.423517,1.111629069e-15,1.111629069e-15
3640.904955,1.143406416e-15,1.143406416e-15
3638.387891,1.174572032e-15,1.174572032e-15
3635.872328,1.23238357e-15,1.23238357e-15
3633.358268,1.087929645e-15,1.087929645e-15
3630.845715,9.785849507e-16,9.785849507e-16
3628.334669,1.272539448e-15,1.272539448e-15
3625.825133,1.364399682e-15,1.364399682e-15
3623.317111,1.216395748e-15,1.216395748e-15
3620.810604,1.220266017e-15,1.220266017e-15
3618.305615,1.214972004e-15,1.214972004e-15
3615.802146,1.106905342e-15,1.106905342e-15
3613.300199,1.477886371e-15,1.477886371e-15
3610.799778,9.716620399e-16,9.716620399e-16
3608.300884,1.262933511e-15,1.262933511e-15
3605.803519,1.431889071e-15,1.431889071e-15
3603.307687,1.041193205e-15,1.041193205e-15
3600.81339,1.347832825e-15,1.347832825e-15
3598.32063,1.291559715e-15,1.291559715e-15
3595.829409,1.179095486e-15,1.179095486e-15
3593.339731,1.172517755e-15,1.172517755e-15
3590.851597,1.066690902e-15,1.066690902e-15
3588.36501,1.298489828e-15,1.298489828e-15
3585.879972,1.107822228e-15,1.107822228e-15
3583.396486,1.168945599e-15,1.168945599e-15
3580.914554,1.241434442e-15,1.241434442e-15
3578.434179,1.304139075e-15,1.304139075e-15
3575.955362,1.121975086e-15,1.121975086e-15
3573.478108,1.151907212e-15,1.151907212e-15
3571.002417,1.28102558e-15,1.28102558e-15
3568.528294,1.124730701e-15,1.124730701e-15
3566.055739,1.036797945e-15,1.036797945e-15
3563.584755,1.294099625e-15,1.294099625e-15
3561.115345,9.969633678e-16,9.969633678e-16
3558.647512,1.214554118e-15,1.214554118e-15
3556.181257,1.320944437e-15,1.320944437e-15
3553.716584,1.096087819e-15,1.096087819e-15
3551.253495,1.019532221e-15,1.019532221e-15
3548.791991,9.668601564e-16,9.668601564e-16
3546.332077,1.056400962e-15,1.056400962e-15
3543.873754,1.026267121e-15,1.026267121e-15
3541.417024,9.898040851e-16,9.898040851e-16
3538.961891,1.071497113e-15,1.071497113e-15
3536.508356,7.81210079e-16,7.81210079e-16
3534.056423,7.078215488e-16,7.078215488e-16
3531.606093,9.63408526e-16,9.63408526e-16
3529.157369,1.012440118e-15,1.012440118e-15
3526.710254,7.752894581e-16,7.752894581e-16
3524.26475,7.164173389e-16,7.164173389e-16
3521.82086,8.195636079e-16,8.195636079e-16
3519.378586,5.805146549e-16,5.805146549e-16
3516.93793,6.476692879e-16,6.476692879e-16
3514.498896,7.813936162e-16,7.813936162e-16
3512.061486,7.410536989e-16,7.410536989e-16
3509.625701,6.51760879e-16,6.51760879e-16
3507.191546,7.889069642e-16,7.889069642e-16
3504.759022,8.58499908e-16,8.58499908e-16
3502.328131,9.588137846e-16,9.588137846e-16
3499.898877,5.164491147e-16,5.164491147e-16
3497.471261,8.301816186e-16,8.301816186e-16
3495.045287,1.118852031e-15,1.118852031e-15
3492.620957,5.390205774e-16,5.390205774e-16
3490.198273,4.717728613e-16,4.717728613e-16
3487.777239,5.765117868e-16,5.765117868e-16
3485.357855,7.036505131e-16,7.036505131e-16
3482.940126,5.394692235e-16,5.394692235e-16
3480.524053,5.91726252e-16,5.91726252e-16
3478.10964,5.11650942e-16,5.11650942e-16
3475.696888,6.70668864e-16,6.70668864e-16
3473.2858,8.8511694e-16,8.8511694e-16
3470.876379,4.596417319e-16,4.596417319e-16
3468.468628,6.293127711e-16,6.293127711e-16
3466.062548,5.93349179e-16,5.93349179e-16
3463.658143,6.337316765e-16,6.337316765e-16
3461.255415,8.969048568e-16,8.969048568e-16
3458.854366,4.82110261e-16,4.82110261e-16
3456.454999,3.87031898e-16,3.87031898e-16
3454.057318,8.201188442e-16,8.201188442e-16
3451.661323,7.779925931e-16,7.779925931e-16
3449.267018,8.00655842e-16,8.00655842e-16
3446.874406,3.361217796e-16,3.361217796e-16
3444.483489,7.465044389e-16,7.465044389e-16
3442.094269,3.607246685e-16,3.607246685e-16
3439.70675,5.032507406e-16,5.032507406e-16
3437.320933,7.947896867e-16,7.947896867e-16
3434.936821,9.586568092e-16,9.586568092e-16
3432.554418,9.883205855e-16,9.883205855e-16
3430.173725,3.017656615e-16,3.017656615e-16
3427.794745,5.697438786e-16,5.697438786e-16
3425.417481,4.935604538e-16,4.935604538e-16
3423.041935,1.958982141e-16,1.958982141e-16
3420.66811,8.987314474e-16,8.987314474e-16
3418.296008,7.409466471e-16,7.409466471e-16
3415.925633,5.07659978e-16,5.07659978e-16
3413.556986,6.577369679e-16,6.577369679e-16
3411.190071,1.567951061e-16,1.567951061e-16
3408.82489,3.763758657e-16,3.763758657e-16
3406.461445,-3.374059102e-16,-3.374059102e-16
3404.099739,8.015823479e-16,8.015823479e-16
3401.739776,7.82164596e-16,7.82164596e-16
3399.381556,5.784010922e-16,5.784010922e-16
3397.025084,4.666186619e-16,4.666186619e-16
3394.670361,8.483173934e-16,8.483173934e-16
3392.317391,5.198811705e-16,5.198811705e-16
3389.966176,1.707739645e-16,1.707739645e-16
3387.616718,5.206462253e-16,5.206462253e-16
3385.26902,6.785972297e-16,6.785972297e-16
3382.923085,1.480783477e-15,1.480783477e-15
3380.578916,4.260167058e-16,4.260167058e-16
3378.236515,7.51948552e-17,7.51948552e-17
3375.895885,2.870089701e-16,2.870089701e-16
3373.557028,6.263260237e-16,6.263260237e-16
3371.219947,7.142855332e-16,7.142855332e-16
3368.884645,6.323105089e-16,6.323105089e-16
3366.551124,7.881361012e-16,7.881361012e-16
3364.219387,1.006838046e-15,1.006838046e-15
3361.889437,9.987211408e-16,9.987211408e-16
3359.561276,1.260689799e-15,1.260689799e-15
3357.234908,1.723482561e-15,1.723482561e-15
3354.910334,2.090960978e-16,2.090960978e-16
3352.587557,2.228922222e-15,2.228922222e-15
3350.26658,8.791034649e-17,8.791034649e-17
3347.947406,1.293379809e-15,1.293379809e-15
3345.630038,1.320207253e-15,1.320207253e-15
3343.314477,1.440251675e-15,1.440251675e-15
3341.000728,-7.177514962e-16,-7.177514962e-16
3338.688791,3.318227104e-17,3.318227104e-17
3336.378671,1.503909904e-15,1.503909904e-15
3334.07037,-1.119573338e-16,-1.119573338e-16
3331.76389,1.217266184e-15,1.217266184e-15
3329.459234,-2.731841601e-16,-2.731841601e-16
3327.156405,6.037571093e-16,6.037571093e-16
3324.855405,-1.228073488e-15,-1.228073488e-15
3322.556238,7.013319547e-16,7.013319547e-16
3320.258906,8.749969969e-16,8.749969969e-16
3317.963412,1.241465296e-15,1.241465296e-15
3315.669758,2.70254433e-15,2.70254433e-15
3313.377946,3.131302582e-16,3.131302582e-16
3311.087981,2.245668289e-15,2.245668289e-15
3308.799864,1.87143107e-15,1.87143107e-15
3306.513599,1.864987492e-15,1.864987492e-15
3304.229187,-1.986331695e-15,-1.986331695e-15
3301.946632,1.596642563e-15,1.596642563e-15
3299.665937,-1.122969613e-16,-1.122969613e-16
3297.387103,7.683017711e-17,7.683017711e-17
3295.110135,8.293094578e-16,8.293094578e-16
3292.835034,-1.538694646e-15,-1.538694646e-15
3290.561803,4.393660414e-16,4.393660414e-16
3288.290445,-2.190419799e-15,-2.190419799e-15
3286.020963,7.491016852e-17,7.491016852e-17
3283.75336,2.763300882e-15,2.763300882e-15
3281.487637,-2.729327012e-15,-2.729327012e-15
3279.223799,-3.387319563e-15,-3.387319563e-15
3276.961847,3.01499344e-15,3.01499344e-15
3274.701785,-9.297165655e-17,-9.297165655e-17
3272.443615,8.601268113e-15,8.601268113e-15
3270.187341,3.270178554e-15,3.270178554e-15
3267.932963,4.791434711e-15,4.791434711e-15
3265.680487,8.999062877e-16,8.999062877e-16
3263.429913,-1.22117894e-16,-1.22117894e-16
3261.181246,-7.218665093e-16,-7.218665093e-16
3258.934487,3.305777638e-16,3.305777638e-16
3256.68964,1.418620908e-14,1.418620908e-14
3254.446707,-3.148404149e-15,-3.148404149e-15
3252.205692,5.013345171e-15,5.013345171e-15
3249.966596,-8.474110724e-15,-8.474110724e-15
3247.729423,-1.166979514e-14,-1.166979514e-14
3245.494175,-2.157229673e-16,-2.157229673e-16
3243.260855,1.048422485e-15,1.048422485e-15
3241.029467,-1.965751836e-14,-1.965751836e-14
3238.800012,-5.589300666e-15,-5.589300666e-15
3236.572493,-1.618732773e-15,-1.618732773e-15
3234.346914,3.732576345e-15,3.732576345e-15
3232.123277,9.604153514e-15,9.604153514e-15
3229.901585,8.559246762e-15,8.559246762e-15
3227.681841,6.452079644e-15,6.452079644e-15
3225.464047,1.755780746e-14,1.755780746e-14
3223.248207,1.396730608e-14,1.396730608e-14
3221.034323,-2.914724901e-15,-2.914724901e-15
3218.822397,3.065492992e-14,3.065492992e-14
3216.612434,4.818437261e-15,4.818437261e-15
3214.404435,-1.195055485e-14,-1.195055485e-14
3212.198403,-5.261850538e-14,-5.261850538e-14
3209.994341,-3.552652423e-15,-3.552652423e-15
3207.792253,-5.579171259e-14,-5.579171259e-14
3205.59214,-1.753148695e-14,-1.753148695e-14
3203.394006,9.610959196e-16,9.610959196e-16
3201.197853,4.645057574e-15,4.645057574e-15
3199.003685,-4.622005493e-15,-4.622005493e-15
3196.811503,-5.334274795e-14,-5.334274795e-14
3194.621312,-5.976212118e-14,-5.976212118e-14
3192.433113,-1.906190838e-15,-1.906190838e-15
3190.246911,-2.481138634e-14,-2.481138634e-14
3188.062706,3.05880667e-14,3.05880667e-14
